2025-06-05 01:55:27,814 - Script started.
2025-06-05 01:55:27,871 - Using device: cuda
2025-06-05 01:55:27,895 - Loaded training dataset with 1356 samples.
2025-06-05 01:55:27,895 - Loaded validation dataset with 290 samples.
2025-06-05 01:55:32,585 - Encoder initialized.
2025-06-05 01:55:32,586 - Encoder has 303,362,048 parameters.
2025-06-05 01:55:38,918 - Loaded checkpoint from /data/Prithvi_EO_V2_300M.pt.
2025-06-05 01:55:38,923 - Classifier initialized.
2025-06-05 01:55:38,923 - Classifier has 525,826 parameters.
2025-06-05 01:55:38,924 - Training started.
2025-06-05 01:55:38,924 - Training Parameters - Batch Size: 64, Epochs: 300, Encoder embed_dim: 1024, Classifier input_dim: 1024
2025-06-05 02:28:05,418 - Epoch 56: Training Loss: 0.354714, Validation Loss: 0.409580, Training Accuracy: 81.19, Validation Accuracy: 78.62, Learning Rate: 0.000048864691, Time: 37.37s
2025-06-05 02:28:44,844 - Epoch 57: Training Loss: 0.356844, Validation Loss: 0.411708, Training Accuracy: 80.97, Validation Accuracy: 80.34, Learning Rate: 0.000048776413, Time: 39.43s
2025-06-05 02:29:24,319 - Epoch 58: Training Loss: 0.354169, Validation Loss: 0.402629, Training Accuracy: 81.93, Validation Accuracy: 78.97, Learning Rate: 0.000048684916, Time: 39.47s
2025-06-05 02:29:59,952 - Epoch 59: Training Loss: 0.351952, Validation Loss: 0.411338, Training Accuracy: 82.01, Validation Accuracy: 80.00, Learning Rate: 0.000048590213, Time: 35.63s
2025-06-05 02:30:36,945 - Epoch 60: Training Loss: 0.353836, Validation Loss: 0.433060, Training Accuracy: 82.23, Validation Accuracy: 76.55, Learning Rate: 0.000048492316, Time: 36.99s
2025-06-05 02:31:14,446 - Epoch 61: Training Loss: 0.349288, Validation Loss: 0.392587, Training Accuracy: 81.12, Validation Accuracy: 82.41, Learning Rate: 0.000048391238, Time: 37.50s
2025-06-05 02:31:49,104 - Epoch 62: Training Loss: 0.353805, Validation Loss: 0.399467, Training Accuracy: 82.52, Validation Accuracy: 81.38, Learning Rate: 0.000048286993, Time: 34.66s
2025-06-05 02:32:27,377 - Epoch 63: Training Loss: 0.352572, Validation Loss: 0.396151, Training Accuracy: 81.34, Validation Accuracy: 81.38, Learning Rate: 0.000048179596, Time: 38.27s
2025-06-05 02:33:04,432 - Epoch 64: Training Loss: 0.346202, Validation Loss: 0.396831, Training Accuracy: 82.52, Validation Accuracy: 81.03, Learning Rate: 0.000048069061, Time: 37.05s
2025-06-05 02:33:41,837 - Epoch 65: Training Loss: 0.347265, Validation Loss: 0.407878, Training Accuracy: 83.19, Validation Accuracy: 82.76, Learning Rate: 0.000047955403, Time: 37.41s
2025-06-05 02:34:19,844 - Epoch 66: Training Loss: 0.350135, Validation Loss: 0.393835, Training Accuracy: 81.64, Validation Accuracy: 81.38, Learning Rate: 0.000047838636, Time: 38.01s
2025-06-05 02:34:56,294 - Epoch 67: Training Loss: 0.345593, Validation Loss: 0.405986, Training Accuracy: 82.60, Validation Accuracy: 82.07, Learning Rate: 0.000047718778, Time: 36.45s
2025-06-05 02:35:32,671 - Epoch 68: Training Loss: 0.342925, Validation Loss: 0.408010, Training Accuracy: 83.92, Validation Accuracy: 81.03, Learning Rate: 0.000047595844, Time: 36.38s
2025-06-05 02:36:10,871 - Epoch 69: Training Loss: 0.347143, Validation Loss: 0.389535, Training Accuracy: 82.45, Validation Accuracy: 81.38, Learning Rate: 0.000047469851, Time: 38.20s
